OriginalName,Precursor,geneID,ensemblID,type,entrezID
ENSG00000160094,,ZNF362,ENSG00000160094,ENS,149076
ENSG00000160097,,FNDC5,ENSG00000160097,ENS,252995
ENSG00000160111,,CPAMD8,ENSG00000160111,ENS,27151
ENSG00000160113,,NR2F6,ENSG00000160113,ENS,2063
ENSG00000160124,,CCDC58,ENSG00000160124,ENS,131076
ENSG00000160131,,VMA21,ENSG00000160131,ENS,203547
ENSG00000160145,,KALRN,ENSG00000160145,ENS,8997
ENSG00000160172,,FAM86C2P,ENSG00000160172,ENS,645332
ENSG00000160179,,ABCG1,ENSG00000160179,ENS,9619
ENSG00000160183,,TMPRSS3,ENSG00000160183,ENS,64699
ENSG00000160188,,RSPH1,ENSG00000160188,ENS,89765
ENSG00000160190,,SLC37A1,ENSG00000160190,ENS,54020
ENSG00000160191,,PDE9A,ENSG00000160191,ENS,5152
ENSG00000160193,,WDR4,ENSG00000160193,ENS,10785
ENSG00000160194,,NDUFV3,ENSG00000160194,ENS,4731
ENSG00000160199,,PKNOX1,ENSG00000160199,ENS,5316
ENSG00000160201,,U2AF1,ENSG00000160201,ENS,7307
ENSG00000160202,,CRYAA,ENSG00000160202,ENS,1409
ENSG00000160207,,HSF2BP,ENSG00000160207,ENS,11077
ENSG00000160208,,RRP1B,ENSG00000160208,ENS,23076
ENSG00000160209,,PDXK,ENSG00000160209,ENS,105372824
ENSG00000160211,,G6PD,ENSG00000160211,ENS,2539
ENSG00000160213,,CSTB,ENSG00000160213,ENS,1476
ENSG00000160214,,RRP1,ENSG00000160214,ENS,8568
ENSG00000160216,,AGPAT3,ENSG00000160216,ENS,56894
ENSG00000160218,,TRAPPC10,ENSG00000160218,ENS,7109
ENSG00000160226,,CFAP410,ENSG00000160226,ENS,755
ENSG00000160229,,ZNF66,ENSG00000160229,ENS,7617
ENSG00000160233,,LRRC3,ENSG00000160233,ENS,81543
ENSG00000160255,,ITGB2,ENSG00000160255,ENS,3689
ENSG00000160256,,FAM207A,ENSG00000160256,ENS,85395
ENSG00000160271,,RALGDS,ENSG00000160271,ENS,5900
ENSG00000160285,,LSS,ENSG00000160285,ENS,4047
ENSG00000160293,,VAV2,ENSG00000160293,ENS,7410
ENSG00000160294,,MCM3AP,ENSG00000160294,ENS,8888
ENSG00000160298,,C21orf58,ENSG00000160298,ENS,54058
ENSG00000160299,,PCNT,ENSG00000160299,ENS,5116
ENSG00000160305,,DIP2A,ENSG00000160305,ENS,23181
ENSG00000160307,,S100B,ENSG00000160307,ENS,6285
ENSG00000160310,,PRMT2,ENSG00000160310,ENS,3275
ENSG00000160321,,ZNF208,ENSG00000160321,ENS,7757
ENSG00000160323,,ADAMTS13,ENSG00000160323,ENS,11093
ENSG00000160325,,CACFD1,ENSG00000160325,ENS,11094
ENSG00000160326,,SLC2A6,ENSG00000160326,ENS,11182
ENSG00000160336,,ZNF761,ENSG00000160336,ENS,110116772
ENSG00000160345,,C9orf116,ENSG00000160345,ENS,138162
ENSG00000160352,,ZNF714,ENSG00000160352,ENS,148206
ENSG00000160360,,GPSM1,ENSG00000160360,ENS,26086
ENSG00000160392,,C19orf47,ENSG00000160392,ENS,126526
ENSG00000160404,,TOR2A,ENSG00000160404,ENS,27433
ENSG00000160408,,ST6GALNAC6,ENSG00000160408,ENS,30815
ENSG00000160410,,SHKBP1,ENSG00000160410,ENS,92799
ENSG00000160439,,RDH13,ENSG00000160439,ENS,112724
ENSG00000160445,,ZER1,ENSG00000160445,ENS,10444
ENSG00000160460,,SPTBN4,ENSG00000160460,ENS,57731
ENSG00000160469,,BRSK1,ENSG00000160469,ENS,84446
ENSG00000160539,,PLPP7,ENSG00000160539,ENS,84814
ENSG00000160551,,TAOK1,ENSG00000160551,ENS,57551
ENSG00000160563,,MED27,ENSG00000160563,ENS,9442
ENSG00000160570,,DEDD2,ENSG00000160570,ENS,162989
ENSG00000160584,,SIK3,ENSG00000160584,ENS,23387
ENSG00000160588,,MPZL3,ENSG00000160588,ENS,196264
ENSG00000160613,,PCSK7,ENSG00000160613,ENS,9159
ENSG00000160633,,SAFB,ENSG00000160633,ENS,6294
ENSG00000160678,,S100A1,ENSG00000160678,ENS,6271
ENSG00000160679,,CHTOP,ENSG00000160679,ENS,26097
ENSG00000160685,,ZBTB7B,ENSG00000160685,ENS,51043
ENSG00000160688,,FLAD1,ENSG00000160688,ENS,80308
ENSG00000160691,,SHC1,ENSG00000160691,ENS,6464
ENSG00000160695,,VPS11,ENSG00000160695,ENS,55823
ENSG00000160703,,NLRX1,ENSG00000160703,ENS,79671
ENSG00000160710,,ADAR,ENSG00000160710,ENS,103
ENSG00000160712,,IL6R,ENSG00000160712,ENS,3570
ENSG00000160714,,UBE2Q1,ENSG00000160714,ENS,55585
ENSG00000160716,,CHRNB2,ENSG00000160716,ENS,1141
ENSG00000160741,,CRTC2,ENSG00000160741,ENS,200186
ENSG00000160746,,ANO10,ENSG00000160746,ENS,55129
ENSG00000160752,,FDPS,ENSG00000160752,ENS,2224
ENSG00000160753,,RUSC1,ENSG00000160753,ENS,23623
ENSG00000160766,,GBAP1,ENSG00000160766,ENS,2630
ENSG00000160767,,FAM189B,ENSG00000160767,ENS,10712
ENSG00000160781,,PAQR6,ENSG00000160781,ENS,79957
ENSG00000160783,,PMF1,ENSG00000160783,ENS,11243
ENSG00000160785,,SLC25A44,ENSG00000160785,ENS,9673
ENSG00000160789,,LMNA,ENSG00000160789,ENS,4000
ENSG00000160796,,NBEAL2,ENSG00000160796,ENS,23218
ENSG00000160799,,CCDC12,ENSG00000160799,ENS,151903
ENSG00000160801,,PTH1R,ENSG00000160801,ENS,5745
ENSG00000160803,,UBQLN4,ENSG00000160803,ENS,56893
ENSG00000160813,,PPP1R35,ENSG00000160813,ENS,221908
ENSG00000160818,,GPATCH4,ENSG00000160818,ENS,54865
ENSG00000160867,,FGFR4,ENSG00000160867,ENS,2264
ENSG00000160877,,NACC1,ENSG00000160877,ENS,112939
ENSG00000160888,,IER2,ENSG00000160888,ENS,9592
ENSG00000160908,,ZNF394,ENSG00000160908,ENS,84124
ENSG00000160917,,CPSF4,ENSG00000160917,ENS,10898
ENSG00000160932,,LY6E,ENSG00000160932,ENS,4061
ENSG00000160948,,VPS28,ENSG00000160948,ENS,51160
ENSG00000160949,,TONSL,ENSG00000160949,ENS,4796
ENSG00000160953,,MUM1,ENSG00000160953,ENS,84939
ENSG00000160957,,RECQL4,ENSG00000160957,ENS,9401
ENSG00000160959,,LRRC14,ENSG00000160959,ENS,9684
ENSG00000160961,,ZNF333,ENSG00000160961,ENS,84449
ENSG00000160972,,PPP1R16A,ENSG00000160972,ENS,84988
ENSG00000160991,,ORAI2,ENSG00000160991,ENS,80228
ENSG00000160993,,ALKBH4,ENSG00000160993,ENS,54784
ENSG00000160999,,SH2B2,ENSG00000160999,ENS,10603
ENSG00000161010,,MRNIP,ENSG00000161010,ENS,51149
ENSG00000161011,,SQSTM1,ENSG00000161011,ENS,8878
ENSG00000161013,,MGAT4B,ENSG00000161013,ENS,11282
ENSG00000161016,,RPL8,ENSG00000161016,ENS,6132
ENSG00000161021,,MAML1,ENSG00000161021,ENS,9794
ENSG00000161036,,LRWD1,ENSG00000161036,ENS,222229
ENSG00000161040,,FBXL13,ENSG00000161040,ENS,222235
ENSG00000161048,,NAPEPLD,ENSG00000161048,ENS,222236
ENSG00000161057,,PSMC2,ENSG00000161057,ENS,5701
ENSG00000161082,,CELF5,ENSG00000161082,ENS,60680
ENSG00000161091,,MFSD12,ENSG00000161091,ENS,126321
ENSG00000161149,,TUBA3FP,ENSG00000161149,ENS,113691
ENSG00000161179,,YDJC,ENSG00000161179,ENS,150223
ENSG00000161202,,DVL3,ENSG00000161202,ENS,1857
ENSG00000161203,,AP2M1,ENSG00000161203,ENS,1173
ENSG00000161204,,ABCF3,ENSG00000161204,ENS,55324
ENSG00000161217,,PCYT1A,ENSG00000161217,ENS,5130
ENSG00000161243,,FBXO27,ENSG00000161243,ENS,126433
ENSG00000161265,,U2AF1L4,ENSG00000161265,ENS,199746
ENSG00000161267,,BDH1,ENSG00000161267,ENS,622
ENSG00000161270,,NPHS1,ENSG00000161270,ENS,4868
ENSG00000161277,,THAP8,ENSG00000161277,ENS,199745
ENSG00000161281,,COX7A1,ENSG00000161281,ENS,1346
ENSG00000161298,,ZNF382,ENSG00000161298,ENS,84911
ENSG00000161328,,LRRC56,ENSG00000161328,ENS,115399
ENSG00000161381,,PLXDC1,ENSG00000161381,ENS,57125
ENSG00000161395,,PGAP3,ENSG00000161395,ENS,93210
ENSG00000161509,,GRIN2C,ENSG00000161509,ENS,2905
ENSG00000161513,,FDXR,ENSG00000161513,ENS,2232
ENSG00000161526,,SAP30BP,ENSG00000161526,ENS,29115
ENSG00000161533,,ACOX1,ENSG00000161533,ENS,51
ENSG00000161542,,PRPSAP1,ENSG00000161542,ENS,5635
ENSG00000161544,,CYGB,ENSG00000161544,ENS,114757
ENSG00000161547,,SRSF2,ENSG00000161547,ENS,6427
ENSG00000161551,,ZNF577,ENSG00000161551,ENS,84765
ENSG00000161558,,TMEM143,ENSG00000161558,ENS,55260
ENSG00000161609,,CCDC155,ENSG00000161609,ENS,147872
ENSG00000161618,,ALDH16A1,ENSG00000161618,ENS,126133
ENSG00000161638,,ITGA5,ENSG00000161638,ENS,3678
ENSG00000161642,,ZNF385A,ENSG00000161642,ENS,25946
ENSG00000161647,,MPP3,ENSG00000161647,ENS,4356
ENSG00000161654,,LSM12,ENSG00000161654,ENS,124801
ENSG00000161664,,ASB16,ENSG00000161664,ENS,92591
ENSG00000161671,,EMC10,ENSG00000161671,ENS,284361
ENSG00000161677,,JOSD2,ENSG00000161677,ENS,126119
ENSG00000161681,,SHANK1,ENSG00000161681,ENS,50944
ENSG00000161682,,FAM171A2,ENSG00000161682,ENS,284069
ENSG00000161692,,DBF4B,ENSG00000161692,ENS,80174
ENSG00000161714,,PLCD3,ENSG00000161714,ENS,113026
ENSG00000161791,,FMNL3,ENSG00000161791,ENS,91010
ENSG00000161800,,RACGAP1,ENSG00000161800,ENS,29127
ENSG00000161813,,LARP4,ENSG00000161813,ENS,113251
ENSG00000161847,,RAVER1,ENSG00000161847,ENS,125950
ENSG00000161896,,IP6K3,ENSG00000161896,ENS,117283
ENSG00000161904,,LEMD2,ENSG00000161904,ENS,221496
ENSG00000161912,,ADCY10P1,ENSG00000161912,ENS,221442
ENSG00000161914,,ZNF653,ENSG00000161914,ENS,115950
ENSG00000161920,,MED11,ENSG00000161920,ENS,400569
ENSG00000161921,,CXCL16,ENSG00000161921,ENS,58191
ENSG00000161955,,TNFSF13,ENSG00000161955,ENS,8741
ENSG00000161956,,SENP3,ENSG00000161956,ENS,26168
ENSG00000161958,,FGF11,ENSG00000161958,ENS,2256
ENSG00000161960,,EIF4A1,ENSG00000161960,ENS,1973
ENSG00000161970,,RPL26,ENSG00000161970,ENS,6154
ENSG00000161980,,POLR3K,ENSG00000161980,ENS,51728
ENSG00000161981,,SNRNP25,ENSG00000161981,ENS,79622
ENSG00000161992,,PRR35,ENSG00000161992,ENS,146325
ENSG00000161996,,WDR90,ENSG00000161996,ENS,197335
ENSG00000161999,,JMJD8,ENSG00000161999,ENS,339123
ENSG00000162004,,CCDC78,ENSG00000162004,ENS,124093
ENSG00000162032,,SPSB3,ENSG00000162032,ENS,90864
ENSG00000162063,,CCNF,ENSG00000162063,ENS,899
ENSG00000162065,,TBC1D24,ENSG00000162065,ENS,57465
ENSG00000162066,,AMDHD2,ENSG00000162066,ENS,51005
ENSG00000162073,,PAQR4,ENSG00000162073,ENS,124222
ENSG00000162076,,FLYWCH2,ENSG00000162076,ENS,114984
ENSG00000162086,,ZNF75A,ENSG00000162086,ENS,7627
ENSG00000162104,,ADCY9,ENSG00000162104,ENS,115
ENSG00000162105,,SHANK2,ENSG00000162105,ENS,22941
ENSG00000162129,,CLPB,ENSG00000162129,ENS,81570
ENSG00000162139,,NEU3,ENSG00000162139,ENS,10825
ENSG00000162144,,CYB561A3,ENSG00000162144,ENS,220002
ENSG00000162174,,ASRGL1,ENSG00000162174,ENS,80150
ENSG00000162188,,GNG3,ENSG00000162188,ENS,2785
ENSG00000162191,,UBXN1,ENSG00000162191,ENS,51035
ENSG00000162194,,LBHD1,ENSG00000162194,ENS,79081
ENSG00000162222,,TTC9C,ENSG00000162222,ENS,283237
ENSG00000162227,,TAF6L,ENSG00000162227,ENS,10629
ENSG00000162231,,NXF1,ENSG00000162231,ENS,10482
ENSG00000162236,,STX5,ENSG00000162236,ENS,6811
ENSG00000162244,,RPL29,ENSG00000162244,ENS,6159
ENSG00000162298,,SYVN1,ENSG00000162298,ENS,84447
ENSG00000162300,,ZFPL1,ENSG00000162300,ENS,7542
ENSG00000162302,,RPS6KA4,ENSG00000162302,ENS,8986
ENSG00000162337,,LRP5,ENSG00000162337,ENS,4041
ENSG00000162341,,TPCN2,ENSG00000162341,ENS,219931
ENSG00000162368,,CMPK1,ENSG00000162368,ENS,51727
ENSG00000162373,,BEND5,ENSG00000162373,ENS,79656
ENSG00000162374,,ELAVL4,ENSG00000162374,ENS,1996
ENSG00000162377,,COA7,ENSG00000162377,ENS,65260
ENSG00000162378,,ZYG11B,ENSG00000162378,ENS,79699
ENSG00000162383,,SLC1A7,ENSG00000162383,ENS,6512
ENSG00000162384,,C1orf123,ENSG00000162384,ENS,54987
ENSG00000162385,,MAGOH,ENSG00000162385,ENS,4116
ENSG00000162390,,ACOT11,ENSG00000162390,ENS,26027
ENSG00000162396,,PARS2,ENSG00000162396,ENS,25973
ENSG00000162402,,USP24,ENSG00000162402,ENS,23358
ENSG00000162407,,PLPP3,ENSG00000162407,ENS,8613
ENSG00000162408,,NOL9,ENSG00000162408,ENS,79707
ENSG00000162409,,PRKAA2,ENSG00000162409,ENS,5563
ENSG00000162413,,KLHL21,ENSG00000162413,ENS,9903
ENSG00000162415,,ZSWIM5,ENSG00000162415,ENS,57643
ENSG00000162419,,GMEB1,ENSG00000162419,ENS,10691
ENSG00000162426,,SLC45A1,ENSG00000162426,ENS,50651
ENSG00000162430,,SELENON,ENSG00000162430,ENS,57190
ENSG00000162433,,AK4,ENSG00000162433,ENS,205
ENSG00000162434,,JAK1,ENSG00000162434,ENS,3716
ENSG00000162437,,RAVER2,ENSG00000162437,ENS,55225
ENSG00000162441,,LZIC,ENSG00000162441,ENS,84328
ENSG00000162458,,FBLIM1,ENSG00000162458,ENS,54751
ENSG00000162461,,SLC25A34,ENSG00000162461,ENS,284723
ENSG00000162482,,AKR7A3,ENSG00000162482,ENS,22977
ENSG00000162493,,PDPN,ENSG00000162493,ENS,10630
ENSG00000162494,,LRRC38,ENSG00000162494,ENS,126755
ENSG00000162496,,DHRS3,ENSG00000162496,ENS,9249
ENSG00000162511,,LAPTM5,ENSG00000162511,ENS,7805
ENSG00000162512,,SDC3,ENSG00000162512,ENS,9672
ENSG00000162517,,PEF1,ENSG00000162517,ENS,553115
ENSG00000162521,,RBBP4,ENSG00000162521,ENS,5928
ENSG00000162522,,KIAA1522,ENSG00000162522,ENS,57648
ENSG00000162543,,UBXN10,ENSG00000162543,ENS,127733
ENSG00000162545,,CAMK2N1,ENSG00000162545,ENS,55450
ENSG00000162551,,ALPL,ENSG00000162551,ENS,249
ENSG00000162572,,SCNN1D,ENSG00000162572,ENS,6339
ENSG00000162576,,MXRA8,ENSG00000162576,ENS,54587
ENSG00000162585,,FAAP20,ENSG00000162585,ENS,199990
ENSG00000162591,,MEGF6,ENSG00000162591,ENS,1953
ENSG00000162595,,DIRAS3,ENSG00000162595,ENS,9077
ENSG00000162599,,NFIA,ENSG00000162599,ENS,4774
ENSG00000162600,,OMA1,ENSG00000162600,ENS,115209
ENSG00000162601,,MYSM1,ENSG00000162601,ENS,114803
ENSG00000162604,,TM2D1,ENSG00000162604,ENS,83941
ENSG00000162607,,USP1,ENSG00000162607,ENS,7398
ENSG00000162613,,FUBP1,ENSG00000162613,ENS,8880
ENSG00000162616,,DNAJB4,ENSG00000162616,ENS,11080
ENSG00000162618,,ADGRL4,ENSG00000162618,ENS,64123
ENSG00000162623,,TYW3,ENSG00000162623,ENS,127253
ENSG00000162627,,SNX7,ENSG00000162627,ENS,51375
ENSG00000162630,,B3GALT2,ENSG00000162630,ENS,8707
ENSG00000162631,,NTNG1,ENSG00000162631,ENS,22854
ENSG00000162636,,FAM102B,ENSG00000162636,ENS,284611
ENSG00000162639,,HENMT1,ENSG00000162639,ENS,113802
ENSG00000162642,,C1orf52,ENSG00000162642,ENS,148423
ENSG00000162650,,ATXN7L2,ENSG00000162650,ENS,127002
ENSG00000162654,,GBP4,ENSG00000162654,ENS,115361
ENSG00000162664,,ZNF326,ENSG00000162664,ENS,284695
ENSG00000162669,,HFM1,ENSG00000162669,ENS,164045
ENSG00000162688,,AGL,ENSG00000162688,ENS,178
ENSG00000162694,,EXTL2,ENSG00000162694,ENS,2135
ENSG00000162695,,SLC30A7,ENSG00000162695,ENS,148867
ENSG00000162702,,ZNF281,ENSG00000162702,ENS,23528
ENSG00000162704,,ARPC5,ENSG00000162704,ENS,10092
ENSG00000162706,,CADM3,ENSG00000162706,ENS,57863
ENSG00000162714,,ZNF496,ENSG00000162714,ENS,84838
ENSG00000162722,,TRIM58,ENSG00000162722,ENS,25893
ENSG00000162728,,KCNJ9,ENSG00000162728,ENS,3765
ENSG00000162729,,IGSF8,ENSG00000162729,ENS,93185
ENSG00000162733,,DDR2,ENSG00000162733,ENS,4921
ENSG00000162734,,PEA15,ENSG00000162734,ENS,8682
ENSG00000162735,,PEX19,ENSG00000162735,ENS,5824
ENSG00000162736,,NCSTN,ENSG00000162736,ENS,23385
ENSG00000162738,,VANGL2,ENSG00000162738,ENS,57216
ENSG00000162753,,SLC9C2,ENSG00000162753,ENS,284525
ENSG00000162755,,KLHDC9,ENSG00000162755,ENS,126823
ENSG00000162757,,C1orf74,ENSG00000162757,ENS,148304
ENSG00000162769,,FLVCR1,ENSG00000162769,ENS,28982
ENSG00000162772,,ATF3,ENSG00000162772,ENS,467
ENSG00000162775,,RBM15,ENSG00000162775,ENS,64783
ENSG00000162783,,IER5,ENSG00000162783,ENS,51278
ENSG00000162804,,SNED1,ENSG00000162804,ENS,25992
ENSG00000162813,,BPNT1,ENSG00000162813,ENS,10380
ENSG00000162814,,SPATA17,ENSG00000162814,ENS,128153
ENSG00000162817,,C1orf115,ENSG00000162817,ENS,79762
ENSG00000162819,,BROX,ENSG00000162819,ENS,148362
ENSG00000162825,,NBPF20,ENSG00000162825,ENS,100288142
ENSG00000162836,,ACP6,ENSG00000162836,ENS,51205
ENSG00000162849,,KIF26B,ENSG00000162849,ENS,55083
ENSG00000162851,,TFB2M,ENSG00000162851,ENS,64216
ENSG00000162852,,CNST,ENSG00000162852,ENS,163882
ENSG00000162869,,PPP1R21,ENSG00000162869,ENS,129285
ENSG00000162873,,KLHDC8A,ENSG00000162873,ENS,55220
ENSG00000162878,,PKDCC,ENSG00000162878,ENS,91461
ENSG00000162885,,B3GALNT2,ENSG00000162885,ENS,148789
ENSG00000162889,,MAPKAPK2,ENSG00000162889,ENS,9261
ENSG00000162909,,CAPN2,ENSG00000162909,ENS,824
ENSG00000162910,,MRPL55,ENSG00000162910,ENS,128308
ENSG00000162913,,OBSCN-AS1,ENSG00000162913,ENS,574407
ENSG00000162923,,WDR26,ENSG00000162923,ENS,80232
ENSG00000162924,,REL,ENSG00000162924,ENS,5966
ENSG00000162927,,PUS10,ENSG00000162927,ENS,150962
ENSG00000162928,,PEX13,ENSG00000162928,ENS,5194
ENSG00000162929,,KIAA1841,ENSG00000162929,ENS,84542
ENSG00000162944,,RFTN2,ENSG00000162944,ENS,130132
ENSG00000162946,,DISC1,ENSG00000162946,ENS,27185
ENSG00000162951,,LRRTM1,ENSG00000162951,ENS,347730
ENSG00000162959,,MEMO1,ENSG00000162959,ENS,51072
ENSG00000162961,,DPY30,ENSG00000162961,ENS,84661
ENSG00000162971,,TYW5,ENSG00000162971,ENS,129450
ENSG00000162972,,MAIP1,ENSG00000162972,ENS,79568
ENSG00000162980,,ARL5A,ENSG00000162980,ENS,26225
ENSG00000162981,,FAM84A,ENSG00000162981,ENS,151354
ENSG00000162989,,KCNJ3,ENSG00000162989,ENS,3760
ENSG00000162992,,NEUROD1,ENSG00000162992,ENS,4760
ENSG00000162994,,CLHC1,ENSG00000162994,ENS,130162
ENSG00000162997,,PRORSD1P,ENSG00000162997,ENS,344405
ENSG00000162998,,FRZB,ENSG00000162998,ENS,2487
ENSG00000162999,,DUSP19,ENSG00000162999,ENS,142679
ENSG00000163001,,CFAP36,ENSG00000163001,ENS,112942
ENSG00000163002,,NUP35,ENSG00000163002,ENS,129401
ENSG00000163006,,CCDC138,ENSG00000163006,ENS,165055
ENSG00000163013,,FBXO41,ENSG00000163013,ENS,150726
ENSG00000163016,,ALMS1P1,ENSG00000163016,ENS,200420
ENSG00000163026,,WDCP,ENSG00000163026,ENS,80304
ENSG00000163029,,SMC6,ENSG00000163029,ENS,79677
ENSG00000163032,,VSNL1,ENSG00000163032,ENS,7447
ENSG00000163041,,H3F3A,ENSG00000163041,ENS,3020
ENSG00000163046,,ANKRD30BL,ENSG00000163046,ENS,554226
ENSG00000163050,,COQ8A,ENSG00000163050,ENS,56997
ENSG00000163053,,SLC16A14,ENSG00000163053,ENS,151473
ENSG00000163069,,SGCB,ENSG00000163069,ENS,6443
ENSG00000163075,,CFAP221,ENSG00000163075,ENS,200373
ENSG00000163082,,SGPP2,ENSG00000163082,ENS,130367
ENSG00000163083,,INHBB,ENSG00000163083,ENS,3625
ENSG00000163093,,BBS5,ENSG00000163093,ENS,129880
ENSG00000163104,,SMARCAD1,ENSG00000163104,ENS,56916
ENSG00000163110,,PDLIM5,ENSG00000163110,ENS,10611
ENSG00000163116,,STPG2,ENSG00000163116,ENS,285555
ENSG00000163125,,RPRD2,ENSG00000163125,ENS,23248
ENSG00000163126,,ANKRD23,ENSG00000163126,ENS,200539
ENSG00000163131,,CTSS,ENSG00000163131,ENS,1520
ENSG00000163138,,PACRGL,ENSG00000163138,ENS,133015
ENSG00000163155,,LYSMD1,ENSG00000163155,ENS,388695
ENSG00000163156,,SCNM1,ENSG00000163156,ENS,100534012
ENSG00000163159,,VPS72,ENSG00000163159,ENS,6944
ENSG00000163161,,ERCC3,ENSG00000163161,ENS,2071
ENSG00000163162,,RNF149,ENSG00000163162,ENS,284996
ENSG00000163166,,IWS1,ENSG00000163166,ENS,55677
ENSG00000163170,,BOLA3,ENSG00000163170,ENS,388962
ENSG00000163171,,CDC42EP3,ENSG00000163171,ENS,10602
ENSG00000163214,,DHX57,ENSG00000163214,ENS,90957
ENSG00000163235,,TGFA,ENSG00000163235,ENS,7039
ENSG00000163249,,CCNYL1,ENSG00000163249,ENS,151195
ENSG00000163251,,FZD5,ENSG00000163251,ENS,7855
ENSG00000163257,,DCAF16,ENSG00000163257,ENS,54876
ENSG00000163281,,GNPDA2,ENSG00000163281,ENS,132789
ENSG00000163285,,GABRG1,ENSG00000163285,ENS,2565
ENSG00000163288,,GABRB1,ENSG00000163288,ENS,2560
ENSG00000163291,,PAQR3,ENSG00000163291,ENS,152559
ENSG00000163293,,NIPAL1,ENSG00000163293,ENS,152519
ENSG00000163297,,ANTXR2,ENSG00000163297,ENS,118429
ENSG00000163312,,HELQ,ENSG00000163312,ENS,113510
ENSG00000163319,,MRPS18C,ENSG00000163319,ENS,51023
ENSG00000163320,,CGGBP1,ENSG00000163320,ENS,8545
ENSG00000163322,,ABRAXAS1,ENSG00000163322,ENS,84142
ENSG00000163328,,GPR155,ENSG00000163328,ENS,151556
ENSG00000163331,,DAPL1,ENSG00000163331,ENS,92196
ENSG00000163344,,PMVK,ENSG00000163344,ENS,10654
ENSG00000163346,,PBXIP1,ENSG00000163346,ENS,57326
ENSG00000163348,,PYGO2,ENSG00000163348,ENS,90780
ENSG00000163349,,HIPK1,ENSG00000163349,ENS,204851
ENSG00000163354,,DCST2,ENSG00000163354,ENS,127579
ENSG00000163357,,DCST1,ENSG00000163357,ENS,149095
ENSG00000163374,,YY1AP1,ENSG00000163374,ENS,55249
ENSG00000163376,,KBTBD8,ENSG00000163376,ENS,84541
ENSG00000163377,,FAM19A4,ENSG00000163377,ENS,151647
ENSG00000163378,,EOGT,ENSG00000163378,ENS,285203
ENSG00000163382,,NAXE,ENSG00000163382,ENS,128240
ENSG00000163389,,POGLUT1,ENSG00000163389,ENS,56983
ENSG00000163393,,SLC22A15,ENSG00000163393,ENS,55356
ENSG00000163399,,ATP1A1,ENSG00000163399,ENS,476
ENSG00000163406,,SLC15A2,ENSG00000163406,ENS,6565
ENSG00000163412,,EIF4E3,ENSG00000163412,ENS,317649
ENSG00000163428,,LRRC58,ENSG00000163428,ENS,116064
ENSG00000163430,,FSTL1,ENSG00000163430,ENS,11167
ENSG00000163431,,LMOD1,ENSG00000163431,ENS,25802
ENSG00000163444,,TMEM183A,ENSG00000163444,ENS,92703
ENSG00000163449,,TMEM169,ENSG00000163449,ENS,92691
ENSG00000163453,,IGFBP7,ENSG00000163453,ENS,3490
ENSG00000163462,,TRIM46,ENSG00000163462,ENS,80128
ENSG00000163463,,KRTCAP2,ENSG00000163463,ENS,200185
ENSG00000163466,,ARPC2,ENSG00000163466,ENS,10109
ENSG00000163468,,CCT3,ENSG00000163468,ENS,7203
ENSG00000163472,,TMEM79,ENSG00000163472,ENS,84283
ENSG00000163479,,SSR2,ENSG00000163479,ENS,6746
ENSG00000163481,,RNF25,ENSG00000163481,ENS,64320
ENSG00000163482,,STK36,ENSG00000163482,ENS,27148
ENSG00000163485,,ADORA1,ENSG00000163485,ENS,134
ENSG00000163491,,NEK10,ENSG00000163491,ENS,152110
ENSG00000163492,,CCDC141,ENSG00000163492,ENS,285025
ENSG00000163507,,CIP2A,ENSG00000163507,ENS,57650
ENSG00000163508,,EOMES,ENSG00000163508,ENS,8320
ENSG00000163510,,CWC22,ENSG00000163510,ENS,57703
ENSG00000163512,,AZI2,ENSG00000163512,ENS,64343
ENSG00000163513,,TGFBR2,ENSG00000163513,ENS,7048
ENSG00000163516,,ANKZF1,ENSG00000163516,ENS,55139
ENSG00000163517,,HDAC11,ENSG00000163517,ENS,79885
ENSG00000163520,,FBLN2,ENSG00000163520,ENS,2199
ENSG00000163521,,GLB1L,ENSG00000163521,ENS,79411
ENSG00000163527,,STT3B,ENSG00000163527,ENS,201595
ENSG00000163528,,CHCHD4,ENSG00000163528,ENS,131474
ENSG00000163531,,NFASC,ENSG00000163531,ENS,23114
ENSG00000163535,,SGO2,ENSG00000163535,ENS,151246
ENSG00000163536,,SERPINI1,ENSG00000163536,ENS,5274
ENSG00000163539,,CLASP2,ENSG00000163539,ENS,23122
ENSG00000163541,,SUCLG1,ENSG00000163541,ENS,8802
ENSG00000163558,,PRKCI,ENSG00000163558,ENS,5584
ENSG00000163563,,MNDA,ENSG00000163563,ENS,4332
ENSG00000163565,,IFI16,ENSG00000163565,ENS,3428
ENSG00000163577,,EIF5A2,ENSG00000163577,ENS,56648
ENSG00000163590,,PPM1L,ENSG00000163590,ENS,151742
ENSG00000163596,,ICA1L,ENSG00000163596,ENS,130026
ENSG00000163597,,SNHG16,ENSG00000163597,ENS,100507246
ENSG00000163602,,RYBP,ENSG00000163602,ENS,23429
ENSG00000163605,,PPP4R2,ENSG00000163605,ENS,151987
ENSG00000163607,,GTPBP8,ENSG00000163607,ENS,29083
ENSG00000163608,,NEPRO,ENSG00000163608,ENS,25871
ENSG00000163611,,SPICE1,ENSG00000163611,ENS,152185
ENSG00000163617,,CCDC191,ENSG00000163617,ENS,57577
ENSG00000163618,,CADPS,ENSG00000163618,ENS,8618
