ensemblID,beta,Type,geneID
ENSG00000188529,0.0185011696268622,ENS,SRSF10
ENSG00000069849,0,ENS,ATP1B3
ENSG00000143740,-0.0170005562723887,ENS,SNAP47
ENSG00000248593,-0.00308214997467976,ENS,DSTNP2
ENSG00000269896,-0.00923662778603093,ENS,AL513477.1
ENSG00000161618,0.00486815356742842,ENS,ALDH16A1
ENSG00000117748,-0.00763456298425368,ENS,RPA2
ENSG00000138081,0.00815631992664526,ENS,FBXO11
ENSG00000142330,0.00925059135368497,ENS,CAPN10
ENSG00000149923,-0.0126425712943066,ENS,PPP4C
ENSG00000150394,0.00590627652703233,ENS,CDH8
ENSG00000164967,-0.0148516038823458,ENS,RPP25L
ENSG00000169976,0.00400570300652403,ENS,SF3B5
ENSG00000080822,-0.0381790309377772,ENS,CLDND1
ENSG00000113734,-0.0212759155179515,ENS,BNIP1
ENSG00000228956,-0.0343674907121002,ENS,SATB1-AS1
ENSG00000134317,-0.0200458412705011,ENS,GRHL1
ENSG00000234187,-0.0208393554077431,ENS,AIMP1P1
ENSG00000131437,0.00484133315377727,ENS,KIF3A
ENSG00000157557,-0.00865322937909741,ENS,ETS2
ENSG00000115091,0.00813183554193525,ENS,ACTR3
ENSG00000104231,-0.0107429043153066,ENS,ZFAND1
ENSG00000074696,-0.00326831793595449,ENS,HACD3
ENSG00000134438,0.010158041010049,ENS,RAX
ENSG00000163485,0.0117364687247618,ENS,ADORA1
ENSG00000171735,0.0143385556235559,ENS,CAMTA1
ENSG00000143748,0.0220404287420678,ENS,NVL
ENSG00000186298,-0.0111678168648232,ENS,PPP1CC
ENSG00000260966,0.0148119407127495,ENS,AP001486.2
ENSG00000184260,0.0186756736298439,ENS,HIST2H2AC
ENSG00000110871,-0.00551210786303125,ENS,COQ5
ENSG00000111011,0.00727716545824921,ENS,RSRC2
ENSG00000115526,0.0187661277433162,ENS,CHST10
ENSG00000170340,0.0152028040482582,ENS,B3GNT2
ENSG00000197054,-0.0170882674165208,ENS,ZNF763
ENSG00000221914,-0.0019551718628288,ENS,PPP2R2A
ENSG00000103932,-0.00109230694602953,ENS,RPAP1
ENSG00000127837,0.00634533346736401,ENS,AAMP
ENSG00000130764,0.0215095470862138,ENS,LRRC47
ENSG00000117859,-0.00156792511355708,ENS,OSBPL9
ENSG00000204099,0.042800546654789,ENS,NEU4
ENSG00000230124,0.0145417277835695,ENS,ACBD6
hsa-miR-148a-3p,0.0105011363738216,hsa,
ENSG00000225032,-0.00628534937680098,ENS,AL162586.1
ENSG00000116151,-0.0045395811742142,ENS,MORN1
ENSG00000132004,-0.00945329067100272,ENS,FBXW9
ENSG00000138071,0.021235081759304,ENS,ACTR2
ENSG00000140015,0.00176174609292615,ENS,KCNH5
ENSG00000140543,0.0131484423889932,ENS,DET1
ENSG00000203877,0.0256802263386908,ENS,RIPPLY2
ENSG00000240230,0.00469219177208448,ENS,COX19
ENSG00000268225,0.0451130670908806,ENS,AC010487.1
ENSG00000112584,0.00697141775064888,ENS,FAM120B
ENSG00000163719,-0.0182523187681877,ENS,MTMR14
ENSG00000176204,-0.0100779054068776,ENS,LRRTM4
ENSG00000178761,-0.0226871187854383,ENS,FAM219B
ENSG00000140876,0.0175149827138041,ENS,NUDT7
ENSG00000120899,0.0186425549111966,ENS,PTK2B
hsa-miR-218-5p,-0.01644174160238,hsa,
ENSG00000005075,0.0116519849966082,ENS,POLR2J
ENSG00000112339,-0.0170622623668968,ENS,HBS1L
ENSG00000157637,-0.00573209135576014,ENS,SLC38A10
ENSG00000276728,0.0136437747340837,ENS,AC142472.1
ENSG00000160949,0.010544226393037,ENS,TONSL
ENSG00000172667,-0.00839184968471845,ENS,ZMAT3
ENSG00000085644,-0.0184291513338726,ENS,ZNF213
ENSG00000105248,-0.0130751216337675,ENS,YJU2
ENSG00000129596,-0.0526491069139283,ENS,CDO1
ENSG00000152402,0.00182748061241584,ENS,GUCY1A2
hsa-miR-30a-5p,-0.00353216725328442,hsa,
ENSG00000028528,0.00241784210261617,ENS,SNX1
ENSG00000106052,0.00256835755111283,ENS,TAX1BP1
ENSG00000145495,0.00254106489247825,ENS,MARCH6
hsa-let-7a-5p,0.0195118480784606,hsa,
ENSG00000017427,0.00369712075417175,ENS,IGF1
